2023年3月20日17点56分39秒	1-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=656049028857
2023年3月22日19点42分47秒	458-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=673351603493
2023年3月22日19点42分48秒	459-腰椎间盘突出 贴膏腰腿疼痛腰肌劳损腰间盘突出膏贴骨质增生膏药-tmall.com天猫https://item.taobao.com/item.htm?id=566384589406
2023年3月22日19点42分53秒	460-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=669229914151
2023年3月22日19点42分57秒	461-贵泽堂骨质增生贴膏专用膏贴跌损伤风湿关节膝盖颈椎腰椎脚跟贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=579195730190
2023年3月22日19点42分59秒	462-#健洛特腰椎穴位贴厂家直发腰突腰肌劳损酸麻胀痛冷敷理疗-tmall.com天猫https://item.taobao.com/item.htm?id=683895144639
2023年3月22日19点43分0秒	463-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=684626600108
2023年3月22日19点43分5秒	464-鑫东进蝎独透骨贴 通络冷敷保健贴膏药贴颈椎腰椎筋骨贴肩周关节-tmall.com天猫https://item.taobao.com/item.htm?id=675533113134
2023年3月22日19点43分6秒	465-坐骨神经疼膏药贴跌打损伤肩周风湿关节脊椎腰间盘腿疼痛专用膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=579221366315
2023年3月22日19点43分11秒	466-秦鲁 虎今通 远红外理疗贴 虎今通贴 正品-tmall.com天猫https://item.taobao.com/item.htm?id=564963969489
2023年3月22日19点43分12秒	467-顺丰】正仁黑玉膏远红外磁疗贴6贴肩周关节腰肌劳损腰椎间盘突出-tmall.com天猫https://item.taobao.com/item.htm?id=636147688657
2023年3月22日19点43分17秒	468-方古有艾艾草颈椎贴【天猫正品】发热贴颈椎贴艾草贴腰椎贴艾灸贴-tmall.com天猫https://item.taobao.com/item.htm?id=685556998240
2023年3月22日19点43分18秒	469-珍元 苗一手 砭贴【天猫正品】 医用冷敷贴 腰椎部位3贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=682185926683
2023年3月22日19点43分23秒	470-苗敬堂骨质增生贴膏骨刺足跟痛膏药贴颈椎腰椎膝盖骨质增生理疗贴-tmall.com天猫https://item.taobao.com/item.htm?id=583151467954
2023年3月22日19点43分24秒	471-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=680687439014
2023年3月22日19点43分29秒	472-远红外筋骨痛贴4贴装中老年颈肩腰腿痛关节炎腰椎间盘突出贴-tmall.com天猫https://item.taobao.com/item.htm?id=680737545518
2023年3月22日19点43分30秒	473-北京同仁堂正品艾草腰椎贴腰官方正品旗舰店tx-tmall.com天猫https://item.taobao.com/item.htm?id=630336454535
2023年3月22日19点43分38秒	474-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=682097375288
2023年3月22日19点43分40秒	475-梦禾艾灸贴腰腹部暖贴腰部自发热贴腰椎艾热灸艾草热敷正品发热贴-tmall.com天猫https://item.taobao.com/item.htm?id=654812221586
2023年3月22日19点43分41秒	476-腰椎间盘专用膏药贴腰疼腿疼放射性疼痛压迫神经腿麻坐骨神经疼贴-tmall.com天猫https://item.taobao.com/item.htm?id=672231341033
2023年3月22日19点43分42秒	477-艾草膝盖贴艾灸发热艾叶贴颈椎腰椎温灸贴官方旗舰店正品-tmall.com天猫https://item.taobao.com/item.htm?id=630165455884
2023年3月22日19点43分47秒	478-奥言腰椎穴位贴腰肌劳损专腰疼腰痛贴治腰疼穴位贴腰椎间盘突出用-tmall.com天猫https://item.taobao.com/item.htm?id=680845917572
2023年3月22日19点43分48秒	479-艾草颈椎贴膝盖贴腰椎贴艾草艾绒家用热敷贴温灸贴官方旗舰店正品-tmall.com天猫https://item.taobao.com/item.htm?id=657674439831
2023年3月22日19点43分53秒	480-买2送1】白云山艾草颈椎贴热敷贴腰椎膝盖贴发热艾灸贴膏药贴tj-tmall.com天猫https://item.taobao.com/item.htm?id=653984931091
2023年3月22日19点43分54秒	481-百年扁氏旗舰店艾草腰椎贴热敷酸痛膝盖关节贴肩周颈椎艾灸叶贴WW-tmall.com天猫https://item.taobao.com/item.htm?id=619779078898
2023年3月22日19点43分55秒	482-【买2送1买3送2】力源霸医用冷敷贴腰椎间盘肩周颈椎咽扁腰肌-tmall.com天猫https://item.taobao.com/item.htm?id=665652428776
2023年3月22日19点44分0秒	483-腰间盘突出药膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=678121342968
2023年3月22日19点44分1秒	484-【天猫正品】彪中堂远红外理疗贴 腰椎间盘突出症 腰椎肩椎外用膏-tmall.com天猫https://item.taobao.com/item.htm?id=685121706190
2023年3月22日19点44分3秒	485-艾草贴发热贴正品颈椎贴肩周贴艾叶膝盖贴腰椎贴膝关节疼痛艾灸贴-tmall.com天猫https://item.taobao.com/item.htm?id=664800725871
2023年3月22日19点44分4秒	486-时珍验方蕲艾灸贴自发热蒸汽暖贴热敷颈椎贴腰椎贴肚脐贴艾草贴-tmall.com天猫https://item.taobao.com/item.htm?id=536274115665
2023年3月22日19点44分9秒	487-王氏医用冷敷贴正品直销官网颈部肩部腰部腿部贴疏通老王黑膏贴家-tmall.com天猫https://item.taobao.com/item.htm?id=676611359482
2023年3月22日19点44分13秒	488-买2送1】龙承优毒蜂王冷敷贴4贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=676380754269
2023年3月22日19点44分15秒	489-杨工坊七毒追风贴肩周炎专用贴膏颈椎贴腰椎盘突出膝盖贴筋骨痛贴-tmall.com天猫https://item.taobao.com/item.htm?id=613214619219
2023年3月22日19点44分16秒	490-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=681306062061
2023年3月22日19点44分21秒	491-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=638879515754
2023年3月22日19点44分22秒	492-苗十八风敢当冷敷贴湘西土家梯玛膏颈肩腰椎关节冷敷理疗微商同款-tmall.com天猫https://item.taobao.com/item.htm?id=670291896510
2023年3月22日19点44分24秒	493-腰椎疼痛贴膏腰椎部位型腰椎间盘疼痛腰肌劳损疼痛远红外线理疗贴-tmall.com天猫https://item.taobao.com/item.htm?id=685483043701
2023年3月22日19点44分32秒	494-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=678273923519
2023年3月22日19点45分3秒	495-艾草膝盖贴热敷贴艾灸温灸发热颈椎腰椎膝关节疼痛官方旗舰店正品-tmall.com天猫https://item.taobao.com/item.htm?id=632576990575
2023年3月22日19点45分4秒	496-鹿亭艾草腰椎帖艾灸贴官网艾叶腰部发热贴膏热敷灸旗舰店正品艾炙-tmall.com天猫https://item.taobao.com/item.htm?id=616985179914
2023年3月22日19点45分6秒	497-章老三艾草贴艾灸发热颈椎膝盖肩膀腰椎艾叶热敷三七贴官方旗舰店-tmall.com天猫https://item.taobao.com/item.htm?id=669648554137
2023年3月22日19点45分7秒	498-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=679122773644
2023年3月22日19点45分12秒	499-藏天域颈椎病远红外膏药贴腰痛贴膏腰椎盘突出腰肌劳损软组织损伤-tmall.com天猫https://item.taobao.com/item.htm?id=649830714722
2023年3月22日19点45分17秒	500-北京同仁堂正品艾灸艾草颈椎贴膝盖三九灸贴热敷帖AA-tmall.com天猫https://item.taobao.com/item.htm?id=687488340800
2023年3月22日19点45分18秒	501-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=683697325471
2023年3月22日19点45分20秒	502-愈大夫蕲艾砭石贴正品官网官方旗舰店通络贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=677664343206
2023年3月22日19点45分24秒	503-修正远红外活血止痛贴6贴颈椎跌打筋骨肩周腰椎骨关节疼痛正品jz-tmall.com天猫https://item.taobao.com/item.htm?id=590689161365
2023年3月22日19点45分29秒	504-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=624216451122
2023年3月22日19点45分30秒	505-王功远红外理疗贴腰痛颈椎贴肩周炎腰椎间盘突出风湿黑膏贴WG-tmall.com天猫https://item.taobao.com/item.htm?id=531710940211
2023年3月22日19点45分35秒	506-杨工坊云南中药止痛贴关节疼痛贴膏腰疼腰椎间盘止疼贴一盒8贴装-tmall.com天猫https://item.taobao.com/item.htm?id=667217241316
2023年3月22日19点45分36秒	507-买2贈1，3贈2】仲虎堂穴位压力刺激贴10贴颈椎腰椎肩周关节-tmall.com天猫https://item.taobao.com/item.htm?id=680411020100
2023年3月22日19点45分38秒	508-仁安堂武侯行军贴颈椎病肩周炎骨质增生腰椎间盘突出风湿专用膏药-tmall.com天猫https://item.taobao.com/item.htm?id=596077525999
2023年3月22日19点45分39秒	509-御田医生汉方小悬灸艾灸贴肩颈贴艾草宫暖热敷颈椎腰椎膝盖关节贴-tmall.com天猫https://item.taobao.com/item.htm?id=640333324477
2023年3月22日19点45分43秒	510-【药房直发】金超亚灸热敷磁疗贴3贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=679788320241
2023年3月22日19点45分45秒	511-蒙汗康远红外贴正品蒙氏精方蒙世汉康黑膏关节疼痛腰椎盘膝盖疼贴-tmall.com天猫https://item.taobao.com/item.htm?id=675036907314
2023年3月22日19点45分49秒	512-神奇冷敷贴腰椎颈椎肩周关节腰间盘腰腿疼痛医用冷敷贴膏黑膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=674576915955
2023年3月22日19点45分51秒	513-葵花颈椎病肩周炎专用贴膏腰椎筋骨贴关节消炎止痛贴正品JQD-tmall.com天猫https://item.taobao.com/item.htm?id=682874542172
2023年3月22日19点45分52秒	514-御福宛艾艾草腰椎贴专用艾叶贴艾灸热敷肩颈贴zl-tmall.com天猫https://item.taobao.com/item.htm?id=612407081861
2023年3月22日19点45分53秒	515-姚本仁腰椎痛膏药颈椎痛肩周痛膝盖痛关节疼痛贴膏旗舰店-tmall.com天猫https://item.taobao.com/item.htm?id=623767327737
2023年3月22日19点45分58秒	516-艾草颈椎贴正品生姜艾叶艾灸劲椎腰椎膝盖帖护颈肩颈肩周-tmall.com天猫https://item.taobao.com/item.htm?id=618572913852
2023年3月22日19点46分2秒	517-邹润安九毒蝎王贴【天猫正品】远红外磁疗镇痛贴颈椎腰椎关节贴-tmall.com天猫https://item.taobao.com/item.htm?id=684098144616
2023年3月22日19点46分7秒	518-藏灵霸王穴位压力刺激贴【天猫正品】颈肩腰腿部穴位贴型-tmall.com天猫https://item.taobao.com/item.htm?id=668980114617
2023年3月22日19点46分11秒	519-腰椎间盘专用膏药贴髓核突出压迫神经腰疼腰椎部位型椎管狭窄贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=682308525577
2023年3月22日19点46分13秒	520-万通艾草腰椎贴热敷颈椎膝盖关节活血通经活络筋骨贴疼痛酸困麻木-tmall.com天猫https://item.taobao.com/item.htm?id=669784293417
2023年3月22日19点46分14秒	521-日本腰椎冷敷凝胶膏药贴腰痛腰肌腰间盘劳损突出腰疼腰酸背痛艾灸-tmall.com天猫https://item.taobao.com/item.htm?id=686883191453
2023年3月22日19点46分19秒	522-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=645296696248
2023年3月22日19点46分20秒	523-御田腰椎骨宝冷敷凝胶 腰间盘贴损伤关节缓解疼痛炎腰疼膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=673312358401
2023年3月22日19点46分22秒	524-善同堂仁世苗方【买2送1 买5送4】10贴/盒仁世苗方冷敷贴-tmall.com天猫https://item.taobao.com/item.htm?id=674521635075
2023年3月22日19点46分23秒	525-黑蚂蚁透膏贴跌打损伤腰肌劳损关节肩周炎骨质增生筋骨疼辅助贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=566848661370
2023年3月22日19点46分28秒	526-3盒仅39.8元】和真源艾灸贴10贴颈肩腰腿关节腰椎颈椎膝盖艾灸贴-tmall.com天猫https://item.taobao.com/item.htm?id=679766295677
2023年3月22日19点46分29秒	527-艾草腰椎贴正品艾灸贴膝盖关节疼痛热敷颈椎腰椎贴肩周热敷腹部膏-tmall.com天猫https://item.taobao.com/item.htm?id=615423066966
2023年3月22日19点46分31秒	528-曼吉三伏磁疗贴膝关节贴肩周炎贴膏颈椎腰椎盘突出骨质增生穴位贴-tmall.com天猫https://item.taobao.com/item.htm?id=532599966500
2023年3月22日19点46分35秒	529-万通远红外贴腰椎颈椎肩周膝盖关节疼痛专用膏贴筋骨贴磁疗热敷-tmall.com天猫https://item.taobao.com/item.htm?id=678218049146
2023年3月22日19点46分40秒	530-仁和艾草颈椎贴正品艾叶艾灸肩颈腰椎生姜膝盖热敷帖ny-tmall.com天猫https://item.taobao.com/item.htm?id=659467225500
2023年3月22日19点46分41秒	531-远红外湿敷镇痛贴5贴装 用于颈椎肩周腰关节贴-tmall.com天猫https://item.taobao.com/item.htm?id=673464472715
2023年3月22日19点46分42秒	532-日本腰间盘突出专用膏贴压迫神经腿疼屁股痛腰肌劳损腰椎冷敷贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=672316152065
2023年3月22日19点46分44秒	533-白花蛇七层透骨贴正品官方肩周腰椎间盘贴骨质增生百花蛇贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=675643424989
2023年3月22日19点46分48秒	534-艾草腰椎贴腰间盘压迫神经屁股疼腿疼颈肩酸疼关节艾草艾灸贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=637818100402
2023年3月22日19点46分50秒	535-修正腰间盘突出专用贴膏腰疼腰痛膏药膏贴远红外理疗腰椎部位型-tmall.com天猫https://item.taobao.com/item.htm?id=581632064085
2023年3月22日19点46分51秒	536-万痛筋骨贴关节颈椎腰椎盘突出风湿肩周炎骨质跌打贴膏送父母家人-tmall.com天猫https://item.taobao.com/item.htm?id=641625419687
2023年3月22日19点46分53秒	537-姚本仁藏药蛇骨膏肩周疼痛颈椎痛腰疼腰肌劳损腰椎间盘黑膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=606982989697
2023年3月22日19点46分57秒	538-王功腰椎间盘突出专用药膏腰痛贴膏腰椎疼辅助治疗远红外理疗贴XW-tmall.com天猫https://item.taobao.com/item.htm?id=673073191689
2023年3月22日19点46分59秒	539-广药白云山艾草颈椎贴膝盖贴肩周腰椎采芝林生姜发热艾灸全身cn1-tmall.com天猫https://item.taobao.com/item.htm?id=683943730287
2023年3月22日19点47分3秒	540-白花蛇七层透骨贴膏风湿关节百花蛇膏药颈椎病腰椎疼痛肩周炎贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=653331607353
2023年3月22日19点47分8秒	541-测试-tmall.com天猫https://item.taobao.com/item.htm?id=668980812668
2023年3月22日19点47分9秒	542-贵泽堂艾灸贴发热贴艾草艾热灸官网正品艾草肩颈贴关节不适热敷贴-tmall.com天猫https://item.taobao.com/item.htm?id=598105030432
2023年3月22日19点47分11秒	543-秦鲁磁热疗贴腰椎间盘突出颈椎病慢性前列腺热敷发热贴膏辅助治疗-tmall.com天猫https://item.taobao.com/item.htm?id=628745675241
2023年3月22日19点47分12秒	544-七层透骨肩周炎专用贴膏膝盖腰椎部位型疼颈椎病贴腰肌劳损非药膏-tmall.com天猫https://item.taobao.com/item.htm?id=657275300240
2023年3月22日19点47分13秒	545-百年扁氏艾草颈椎贴正品肩周贴腰椎帖膝盖贴艾灸贴膏官方旗舰店wj-tmall.com天猫https://item.taobao.com/item.htm?id=636160718882
2023年3月22日19点47分15秒	546-永安虎标远红外止痛贴腰椎间盘突出颈椎病肩周炎风湿关节疼痛贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=668565190322
2023年3月22日19点47分16秒	547-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=687392981331
2023年3月22日19点47分18秒	548-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=682877601509
2023年3月22日19点47分19秒	549-正品仲汉方艾草贴腰椎贴颈椎贴肩周贴膝盖贴艾草贴膝关节疼痛sr-tmall.com天猫https://item.taobao.com/item.htm?id=672526224940
2023年3月22日19点47分23秒	550-苗家艾草正品艾灸贴腰椎膝盖关节贴颈椎贴肩颈酸腰腿不适小黑膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=680270249628
2023年3月22日19点47分28秒	551-腰间盘腰椎间盘突出腰疼痛腰肌劳损专用药膏贴膏远红外理疗筋骨贴-tmall.com天猫https://item.taobao.com/item.htm?id=661719550981
2023年3月22日19点47分29秒	552-【3盒95元】科浦舒通用型砭贴10贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=680446011704
2023年3月22日19点47分31秒	553-艾草颈椎贴正品生姜艾叶艾灸劲椎腰椎膝盖帖护颈贴-tmall.com天猫https://item.taobao.com/item.htm?id=617899444814
2023年3月22日19点47分35秒	554-同仁堂腰椎贴艾草艾腰贴发热贴艾灸颈椎膝盖腰疼贴膏腰间盘突出痛-tmall.com天猫https://item.taobao.com/item.htm?id=678367587164
